id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
tm178555,I Am Kalam,MOVIE,"The film celebrates the survival of the human spirit against overwhelming odds and highlights the need for underprivileged children's education. Its a film based on former indian president A.P.J. Abdul Kalam and is aimed at inspiring the poor to educate their children. Written by DaGambit Chhotu's peasant village is ruined by drought, so his ma drops the boy with uncle Bhati, who runs a tea stand at the city outskirts. Clever Chottu, who calls himself Kalam after the self-made Indian president, soon outsmarts uncle's adult assistant and makes friends with the loneliest boy in the palace, now a hotel, a prince his age.",2010,G,88,comedy drama family,IN,0.0,8.0,4166.0,3.187,7.2,Gulshan Grover,"comedy drama family The film celebrates the survival of the human spirit against overwhelming odds and highlights the need for underprivileged children's education. Its a film based on former indian president A.P.J. Abdul Kalam and is aimed at inspiring the poor to educate their children. Written by DaGambit Chhotu's peasant village is ruined by drought, so his ma drops the boy with uncle Bhati, who runs a tea stand at the city outskirts. Clever Chottu, who calls himself Kalam after the self-made Indian president, soon outsmarts uncle's adult assistant and makes friends with the loneliest boy in the palace, now a hotel, a prince his age. IN MOVIE G Gulshan Grover"
tm42831,Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,"Inpired from the movie ""Liar Liar"", this movie is about a lawyer (Govinda) who lies his way through marriage and career. His wife (Sushmita Sen) falls in love with him because of his honesty and when she finds out of his dishonesty she threatens to divorce him. Their son, to avoid the divorce, wishes on a shooting star that his father should lose the ability to lie. What happens after that is an enjoyable journey.",2001,NR,149,comedy action drama fantasy,IN,0.0,5.3,2196.0,2.66,5.4,Govinda,"comedy action drama fantasy Inpired from the movie ""Liar Liar"", this movie is about a lawyer (Govinda) who lies his way through marriage and career. His wife (Sushmita Sen) falls in love with him because of his honesty and when she finds out of his dishonesty she threatens to divorce him. Their son, to avoid the divorce, wishes on a shooting star that his father should lose the ability to lie. What happens after that is an enjoyable journey. IN MOVIE NR Govinda"
tm135795,The Kite,MOVIE,"A young 15 year old girl, Lamia, lives in a southern Lebanese village on the border with Israel. She is given in marriage to her cousin on the other side of the border. As Lamia crosses the barbed wire she also passes from childhood into adulthood, as brutal as our countries and the events that are to follow.",2003,NR,80,drama,FR LB,0.0,6.4,739.0,1.434,5.0,Flavia Bechara,"drama A young 15 year old girl, Lamia, lives in a southern Lebanese village on the border with Israel. She is given in marriage to her cousin on the other side of the border. As Lamia crosses the barbed wire she also passes from childhood into adulthood, as brutal as our countries and the events that are to follow. FR LB MOVIE NR Flavia Bechara"
tm254052,Kucch To Hai,MOVIE,"Indian film-makers have now come up with their very own ""I Know What You Did Last Summer', a story centering around a College Professor, who kills his wife, and hides her body in the College campus. When some students, who have been caught cheating in their exams, decide to change their marks, they break into the Professor's room, and this is where they find his wife's lifeless body. Afraid, they may get blamed for breaking and entering as well as this murder, they decide to run away, leave the city and try to forget this ever happened. Years the college friends meets at a mutual friends' wedding - and this is where they will find out that the killer of the woman is still at large, knows about them, and this time they are going to be his next victims",2003,NR,142,horror thriller drama romance,IN,0.0,4.3,909.0,2.573,4.3,Tusshar Kapoor,"horror thriller drama romance Indian film-makers have now come up with their very own ""I Know What You Did Last Summer', a story centering around a College Professor, who kills his wife, and hides her body in the College campus. When some students, who have been caught cheating in their exams, decide to change their marks, they break into the Professor's room, and this is where they find his wife's lifeless body. Afraid, they may get blamed for breaking and entering as well as this murder, they decide to run away, leave the city and try to forget this ever happened. Years the college friends meets at a mutual friends' wedding - and this is where they will find out that the killer of the woman is still at large, knows about them, and this time they are going to be his next victims IN MOVIE NR Tusshar Kapoor"
tm166293,The Blue Umbrella,MOVIE,"Young Biniya lives a poor lifestyle in a small village in the mountainous and snowy region of Himachal Pradesh in India along with her widowed mom and wrestler brother. She entertains various tourists, and while doing so with some tourists from Japan, trades in her bear-tooth amulet with a blue umbrella...",2005,NR,90,drama family fantasy comedy,IN,0.0,7.3,2077.0,1.909,6.3,Pankaj Kapur,"drama family fantasy comedy Young Biniya lives a poor lifestyle in a small village in the mountainous and snowy region of Himachal Pradesh in India along with her widowed mom and wrestler brother. She entertains various tourists, and while doing so with some tourists from Japan, trades in her bear-tooth amulet with a blue umbrella... IN MOVIE NR Pankaj Kapur"
tm99450,Break Ke Baad,MOVIE,"Aaliya is not ready for commitment even after a decade-long friendship with Abhay. She remains indifferent when he follows her to Australia, but is finally shaken when he announces his marriage.",2010,NR,120,drama romance comedy,IN,0.0,5.2,4227.0,3.898,5.8,Imran Khan,"drama romance comedy Aaliya is not ready for commitment even after a decade-long friendship with Abhay. She remains indifferent when he follows her to Australia, but is finally shaken when he announces his marriage. IN MOVIE NR Imran Khan"
tm154375,Main Aurr Mrs Khanna,MOVIE,"Three people, each having different aspirations from life, are caught in a tangle of emotions and don’t know the way out. There’s a husband and wife with love eroding from their life. And there’s a single, happy-go-lucky dude who falls in love with the wife.",2009,PG,115,drama comedy romance,IN,0.0,3.5,3148.0,3.923,3.9,Salman Khan,"drama comedy romance Three people, each having different aspirations from life, are caught in a tangle of emotions and don’t know the way out. There’s a husband and wife with love eroding from their life. And there’s a single, happy-go-lucky dude who falls in love with the wife. IN MOVIE PG Salman Khan"
tm241875,Frank & Cindy,MOVIE,"Frank & Cindy is a deeply personal documentary about Frank Garcia, an '80s one-hit wonder musician, and his blonde bombshell wife Cindy, who makes him live in the basement.",2007,NR,73,documentation music drama,US,0.0,7.0,344.0,0.86,7.0,Cynthia Brown,"documentation music drama Frank & Cindy is a deeply personal documentary about Frank Garcia, an '80s one-hit wonder musician, and his blonde bombshell wife Cindy, who makes him live in the basement. US MOVIE NR Cynthia Brown"
tm97325,Tum Milo Toh Sahi,MOVIE,Tum Milo Toh Sahi is not just a romantic comedy... it is three unique romantic stories in one.,2010,NR,127,drama comedy,IN,0.0,5.6,522.0,1.772,5.5,Kishore Nandlaskar,drama comedy Tum Milo Toh Sahi is not just a romantic comedy... it is three unique romantic stories in one. IN MOVIE NR Kishore Nandlaskar
tm85563,Ezra,MOVIE,"Ezra, jeune ex-soldat Sierra-Léonais, essaie tant bien que mal de retrouver des repères pour revenir à une vie normale après la guerre civile qui a ravagé son pays. Son quotidien est partagé entre un centre de réhabilitation psychologique et un tribunal de réconciliation nationale organisé sous l'égide de l'ONU. Durant le procès en réhabilitation auquel Ezra participe, il doit affronter sa soeur qui l'accuse du meurtre de leurs parents. Ezra, qui a traversé cette violente guerre civile complètement drogué et alcoolisé, ne se souvient de rien. Ezra reconnaîtra-t-il l'horreur et par ce fait, permettra-t-il à sa soeur et à sa communauté villageoise d'accéder au pardon ?",2007,NR,105,drama european,NG GB US AT FR DE,0.0,6.4,274.0,3.384,5.7,Merveille Lukeba,"drama european Ezra, jeune ex-soldat Sierra-Léonais, essaie tant bien que mal de retrouver des repères pour revenir à une vie normale après la guerre civile qui a ravagé son pays. Son quotidien est partagé entre un centre de réhabilitation psychologique et un tribunal de réconciliation nationale organisé sous l'égide de l'ONU. Durant le procès en réhabilitation auquel Ezra participe, il doit affronter sa soeur qui l'accuse du meurtre de leurs parents. Ezra, qui a traversé cette violente guerre civile complètement drogué et alcoolisé, ne se souvient de rien. Ezra reconnaîtra-t-il l'horreur et par ce fait, permettra-t-il à sa soeur et à sa communauté villageoise d'accéder au pardon ? NG GB US AT FR DE MOVIE NR Merveille Lukeba"
tm95507,Chance Pe Dance,MOVIE,"Sameer is the archetypal struggler who leaves his dad in Delhi and comes to Mumbai, chasing dreams of becoming a star in Bollywood. Does he manage to survive the bleak and grueling rounds of endless auditions, broken promises and missed chances?",2010,G,121,drama music romance comedy,IN,0.0,4.8,2968.0,2.548,5.3,Shahid Kapoor,"drama music romance comedy Sameer is the archetypal struggler who leaves his dad in Delhi and comes to Mumbai, chasing dreams of becoming a star in Bollywood. Does he manage to survive the bleak and grueling rounds of endless auditions, broken promises and missed chances? IN MOVIE G Shahid Kapoor"
tm308960,Gina Yashere: Skinny B*Tch,MOVIE,"Gina Yashere's performance on American TV's Last Comic Standing has led to commitments in the USA. Back in the UK for just a month, here she is on a tour doing all her best bits, new and old.",2008,NR,57,comedy documentation,GB,0.0,6.5,84.0,1.503,6.5,Gina Yashere,"comedy documentation Gina Yashere's performance on American TV's Last Comic Standing has led to commitments in the USA. Back in the UK for just a month, here she is on a tour doing all her best bits, new and old. GB MOVIE NR Gina Yashere"
tm154802,Agyaat,MOVIE,"A film unit goes for a shoot deep into a forest, they settle at a place with bare minimal facilities run by a strange and quirky man called Setu.",2009,NR,98,horror thriller drama,IN,0.0,2.9,674.0,2.075,4.1,Priyanka Kothari,"horror thriller drama A film unit goes for a shoot deep into a forest, they settle at a place with bare minimal facilities run by a strange and quirky man called Setu. IN MOVIE NR Priyanka Kothari"
