id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
ts82892,I Am A Killer,SHOW,Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,2018,TV-MA,46,crime documentation,GB,2.0,7.4,3937.0,6.502,7.2,Gareth Morrow,crime documentation Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series. GB SHOW TV-MA Gareth Morrow
tm219259,Goon: Last Of The Enforcers,MOVIE,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",2017,R,101,comedy sport,CA,0.0,5.8,13476.0,15.127,5.6,Seann William Scott,"comedy sport During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter. CA MOVIE R Seann William Scott"
ts79422,Nailed It!,SHOW,"Home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.",2018,TV-PG,33,reality comedy,US,6.0,7.4,4682.0,9.333,7.5,Nicole Byer,"reality comedy Home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess. US SHOW TV-PG Nicole Byer"
ts80523,Aggretsuko,SHOW,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",2018,TV-14,16,animation music romance comedy drama,JP,4.0,8.0,6005.0,11.023,7.2,Rareko,"animation music romance comedy drama Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work. JP SHOW TV-14 Rareko"
ts83561,Immortals,SHOW,"Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",2018,TV-MA,28,scifi action drama fantasy thriller music,TR,1.0,5.4,3087.0,13.668,6.1,Elçin Sangu,"scifi action drama fantasy thriller music Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality. TR SHOW TV-MA Elçin Sangu"
tm375912,Ricky Gervais: Humanity,MOVIE,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",2018,R,79,comedy,GB,0.0,7.9,18523.0,9.049,7.8,Ricky Gervais,"comedy In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally. GB MOVIE R Ricky Gervais"
tm356742,Trolls Holiday,MOVIE,"When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.",2017,PG,26,fantasy comedy family romance animation,[],0.0,6.2,2725.0,20.942,6.7,Anna Kendrick,"fantasy comedy family romance animation When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken. [] MOVIE PG Anna Kendrick"
tm244317,To The Bone,MOVIE,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,2017,NR,107,drama,US,0.0,6.8,47025.0,29.932,7.2,Lily Collins,drama A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life. US MOVIE NR Lily Collins
ts78382,On My Block,SHOW,A coming of age comedy following a diverse group of teenage friends as they confront the challenges of growing up in gritty inner-city Los Angeles.,2018,TV-14,29,comedy drama,US,4.0,7.9,15642.0,45.081,8.5,Jason Genao,comedy drama A coming of age comedy following a diverse group of teenage friends as they confront the challenges of growing up in gritty inner-city Los Angeles. US SHOW TV-14 Jason Genao
ts86296,Sunderland 'Til I Die,SHOW,This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.,2018,TV-MA,41,documentation sport,GB,2.0,8.1,7943.0,3.481,8.0,John O'Shea,documentation sport This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League. GB SHOW TV-MA John O'Shea
ts41527,Gypsy,SHOW,The journey of Jean Holloway – a therapist who begins to develop dangerous and intimate relationships with the people in her patients' lives.,2017,TV-MA,59,drama thriller,US,1.0,6.8,16133.0,13.117,6.3,Naomi Watts,drama thriller The journey of Jean Holloway – a therapist who begins to develop dangerous and intimate relationships with the people in her patients' lives. US SHOW TV-MA Naomi Watts
tm292837,The Bar,MOVIE,"In downtown Madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar.",2017,NR,102,horror thriller comedy fantasy european,ES,0.0,6.3,25934.0,10.152,6.3,Neal George Bustamante,"horror thriller comedy fantasy european In downtown Madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar. ES MOVIE NR Neal George Bustamante"
tm414709,Siberia,MOVIE,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",2018,R,105,thriller european crime romance,DE CA US,0.0,4.3,15038.0,30.834,4.7,Keanu Reeves,"thriller european crime romance Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him. DE CA US MOVIE R Keanu Reeves"
ts78507,Alexa & Katie,SHOW,Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in.,2018,TV-Y7,25,comedy drama,US,4.0,7.4,4687.0,42.726,8.6,Paris Berelc,comedy drama Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in. US SHOW TV-Y7 Paris Berelc
tm321295,Woodshock,MOVIE,"Theresa, a haunted young woman spiraling in the wake of profound loss, is torn between her fractured emotional state and the reality-altering effects of a potent cannabinoid drug.",2017,R,100,thriller horror drama fantasy,US,0.0,4.2,1933.0,7.203,4.6,Kirsten Dunst,"thriller horror drama fantasy Theresa, a haunted young woman spiraling in the wake of profound loss, is torn between her fractured emotional state and the reality-altering effects of a potent cannabinoid drug. US MOVIE R Kirsten Dunst"
tm233294,War Machine,MOVIE,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,2017,R,122,drama comedy war,US,0.0,6.0,45972.0,14.317,5.5,Brad Pitt,drama comedy war A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal. US MOVIE R Brad Pitt
tm328443,Illang: The Wolf Brigade,MOVIE,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.",2018,R,140,thriller drama action scifi,KR,0.0,5.9,5073.0,16.359,6.4,Gang Dong-won,"thriller drama action scifi In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby. KR MOVIE R Gang Dong-won"
tm324155,Security,MOVIE,"An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.",2017,R,87,crime thriller action european,US,0.0,5.7,18618.0,26.587,6.1,Antonio Banderas,"crime thriller action european An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness. US MOVIE R Antonio Banderas"
tm289181,Newness,MOVIE,"In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",2017,NR,112,drama romance,US,0.0,6.3,16459.0,32.566,6.1,Nicholas Hoult,"drama romance In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries. US MOVIE NR Nicholas Hoult"
ts89538,Bitter Daisies,SHOW,"While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",2018,NR,71,drama thriller,ES,2.0,7.2,3274.0,18.993,7.0,María Mera,"drama thriller While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own. ES SHOW NR María Mera"
tm370436,The Breaker Upperers,MOVIE,Two women run a business breaking up couples for cash but when one develops a conscience their friendship unravels.,2018,NR,82,comedy,NZ,0.0,5.9,6008.0,7.735,5.2,Jackie van Beek,comedy Two women run a business breaking up couples for cash but when one develops a conscience their friendship unravels. NZ MOVIE NR Jackie van Beek
tm351216,Joan Didion: The Center Will Not Hold,MOVIE,"Griffin Dunne’s years-in-the-making documentary portrait of his aunt Joan Didion moves with the spirit of her uncannily lucid writing: the film simultaneously expands and zeroes in, covering a vast stretch of turbulent cultural history with elegance and candor.",2017,NR,92,documentation,US,0.0,7.4,2596.0,8.004,7.0,Joan Didion,"documentation Griffin Dunne’s years-in-the-making documentary portrait of his aunt Joan Didion moves with the spirit of her uncannily lucid writing: the film simultaneously expands and zeroes in, covering a vast stretch of turbulent cultural history with elegance and candor. US MOVIE NR Joan Didion"
tm318200,Clive Davis: The Soundtrack Of Our Lives,MOVIE,"The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between.",2017,PG-13,123,music documentation,US,0.0,7.5,950.0,7.169,6.3,Clive Davis,"music documentation The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between. US MOVIE PG-13 Clive Davis"
ts57464,Life Sentence,SHOW,"When Stella finds out her terminal cancer is cured, she's going to have to learn to live with all the choices she's made when she decided to ""live like she was dying"".",2018,TV-14,42,drama comedy,US,1.0,6.4,3855.0,8.064,6.5,Lucy Hale,"drama comedy When Stella finds out her terminal cancer is cured, she's going to have to learn to live with all the choices she's made when she decided to ""live like she was dying"". US SHOW TV-14 Lucy Hale"
ts58175,She'S Gotta Have It,SHOW,"Nola Darling struggles to define herself and divide her time among her friends, job and three lovers. A new take on Spike Lee's film, in 10 episodes.",2017,TV-MA,32,comedy,US,2.0,6.8,4624.0,7.916,6.5,DeWanda Wise,"comedy Nola Darling struggles to define herself and divide her time among her friends, job and three lovers. A new take on Spike Lee's film, in 10 episodes. US SHOW TV-MA DeWanda Wise"
ts77525,The Toys That Made Us,SHOW,The minds behind history's most iconic toy franchises discuss the rise -- and sometimes fall -- of their billion-dollar creations.,2017,TV-14,45,documentation comedy history,US,3.0,8.0,5545.0,8.534,7.6,Donald Ian Black,documentation comedy history The minds behind history's most iconic toy franchises discuss the rise -- and sometimes fall -- of their billion-dollar creations. US SHOW TV-14 Donald Ian Black
ts58225,The Standups,SHOW,"Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",2017,TV-MA,30,comedy,US,3.0,6.6,1225.0,5.457,5.8,Nate Bargatze,"comedy Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions. US SHOW TV-MA Nate Bargatze"
ts84243,Baby,SHOW,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",2018,TV-MA,45,drama,IT,3.0,6.8,10990.0,49.167,8.0,Benedetta Porcaroli,"drama Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives. IT SHOW TV-MA Benedetta Porcaroli"
ts78231,Unsolved: The Murders Of Tupac And The Notorious B.I.G.,SHOW,A chronicle of the two major police investigations by LAPD Detective Greg Kading into the deaths of Tupac and The Notorious B.I.G.,2018,TV-MA,45,crime,US,1.0,7.8,7651.0,17.234,7.1,Josh Duhamel,crime A chronicle of the two major police investigations by LAPD Detective Greg Kading into the deaths of Tupac and The Notorious B.I.G. US SHOW TV-MA Josh Duhamel
ts56594,Disjointed,SHOW,Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.,2017,TV-MA,27,comedy,US,2.0,6.8,9980.0,11.209,5.8,Kathy Bates,comedy Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life. US SHOW TV-MA Kathy Bates
tm370232,We The Animals,MOVIE,"Manny, Joel and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah, the youngest, embraces an imagined world all his own.",2018,R,94,drama,US,0.0,6.9,4181.0,7.888,6.5,Evan Rosado,"drama Manny, Joel and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah, the youngest, embraces an imagined world all his own. US MOVIE R Evan Rosado"
ts57080,Spirit: Riding Free,SHOW,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.",2017,TV-Y7,23,action animation comedy drama family western documentation,US,11.0,6.6,993.0,10.563,8.2,Amber Frank,"action animation comedy drama family western documentation In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail. US SHOW TV-Y7 Amber Frank"
tm439484,Welcome Home,MOVIE,A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions.,2018,R,97,thriller horror drama,US,0.0,5.2,7387.0,38.136,5.2,Elnaz Azgari,thriller horror drama A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions. US MOVIE R Elnaz Azgari
tm271960,Midnight Sun,MOVIE,"MIDNIGHT SUN is a romantic tearjerker about 17-year-old Katie Price (Bella Thorne), sheltered at home since childhood with a rare genetic condition, a life-threatening sensitivity to sunlight. Having only her father Jack (Rob Riggle) for company, Katie's world opens up after dark when she ventures outside to play her guitar. One night, her dreams come true when she’s noticed and asked out by her longtime crush Charlie (Patrick Schwarzenegger), whom she’s secretly watched from her bedroom window for years. As they embark on nightly summer excursions, Katie’s risk to sunlight grows and she’s presented with the gut-wrenching dilemma of whether she can live a normal life with her newfound soul mate.",2018,PG-13,91,drama romance european,US,0.0,6.6,29565.0,39.39,7.8,Bella Thorne,"drama romance european MIDNIGHT SUN is a romantic tearjerker about 17-year-old Katie Price (Bella Thorne), sheltered at home since childhood with a rare genetic condition, a life-threatening sensitivity to sunlight. Having only her father Jack (Rob Riggle) for company, Katie's world opens up after dark when she ventures outside to play her guitar. One night, her dreams come true when she’s noticed and asked out by her longtime crush Charlie (Patrick Schwarzenegger), whom she’s secretly watched from her bedroom window for years. As they embark on nightly summer excursions, Katie’s risk to sunlight grows and she’s presented with the gut-wrenching dilemma of whether she can live a normal life with her newfound soul mate. US MOVIE PG-13 Bella Thorne"
tm349800,Unicorn Store,MOVIE,"A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.",2017,NR,92,fantasy comedy drama,US,0.0,5.5,19140.0,12.426,6.0,Brie Larson,"fantasy comedy drama A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams. US MOVIE NR Brie Larson"
tm352588,Tau,MOVIE,"Held captive in a futuristic smart house, a woman hopes to escape by befriending the A.I. program that controls the house.",2018,R,97,thriller scifi,US,0.0,5.8,30611.0,12.489,6.2,Maika Monroe,"thriller scifi Held captive in a futuristic smart house, a woman hopes to escape by befriending the A.I. program that controls the house. US MOVIE R Maika Monroe"
tm219258,Brain On Fire,MOVIE,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.",2017,PG-13,95,drama european,IE CA,0.0,6.6,21164.0,22.162,7.1,Chloë Grace Moretz,"drama european Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity. IE CA MOVIE PG-13 Chloë Grace Moretz"
ts57082,White Gold,SHOW,"The story of a double-glazing showroom in Essex in the 80s, led by charismatic Vincent Swan, and his unscrupulous sales team, Brian Fitzpatrick and Martin Lavender.",2017,TV-MA,29,comedy european,GB,2.0,7.4,10981.0,7.349,6.9,Ed Westwick,"comedy european The story of a double-glazing showroom in Essex in the 80s, led by charismatic Vincent Swan, and his unscrupulous sales team, Brian Fitzpatrick and Martin Lavender. GB SHOW TV-MA Ed Westwick"
ts53101,Voice,SHOW,"It's 3 minutes for hearers, but a life for the callers. A crime thriller chasing even the slightest sounds to rescue people's lives calling for urgent help.",2017,TV-14,63,crime thriller action,KR,4.0,7.5,1949.0,10.152,6.9,Lee Ha-na,"crime thriller action It's 3 minutes for hearers, but a life for the callers. A crime thriller chasing even the slightest sounds to rescue people's lives calling for urgent help. KR SHOW TV-14 Lee Ha-na"
ts81885,The Good Cop,SHOW,"Honest cop Tony Jr. gets advice from his unscrupulous father, retired NYPD officer Tony Sr., about everything from his job to his love life.",2018,TV-PG,49,comedy drama crime documentation,US,1.0,6.9,5620.0,6.913,6.4,Bill Kottkamp,"comedy drama crime documentation Honest cop Tony Jr. gets advice from his unscrupulous father, retired NYPD officer Tony Sr., about everything from his job to his love life. US SHOW TV-PG Bill Kottkamp"
tm411415,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,"The story of Lynyrd Skynyrd; The Greatest American Rock Band Ever. We fly beyond Free Bird to celebrate the life & times of leader Ronnie Van Zant, from boogie-woogie beginnings in Jacksonville’s Shantytown to a tragic end in a Mississippi swamp.",2018,NR,94,documentation music,US,0.0,7.9,1285.0,4.268,7.7,Ronnie Van Zant,"documentation music The story of Lynyrd Skynyrd; The Greatest American Rock Band Ever. We fly beyond Free Bird to celebrate the life & times of leader Ronnie Van Zant, from boogie-woogie beginnings in Jacksonville’s Shantytown to a tragic end in a Mississippi swamp. US MOVIE NR Ronnie Van Zant"
tm406881,Bathtubs Over Broadway,MOVIE,"When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever.",2018,PG-13,87,comedy music documentation,US,0.0,7.6,1065.0,4.324,8.0,Steve Young,"comedy music documentation When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever. US MOVIE PG-13 Steve Young"
ts77783,Record Of Grancrest War,SHOW,"On a continent ruled by chaos, the Lords have the power of a holy seal that can calm the chaos and protect the people. However, before anyone realizes it, the rulers cast aside their creed of purifying the chaos, and instead start to fight each other for each other's holy seals to gain dominion over one another. Siluca, an isolated mage who scorns the Lords for abandoning their creed, and a wandering knight named Theo, who is on a journey to train to one day liberate his hometown, make an everlasting oath to work together to reform this continent dominated by wars and chaos.",2018,TV-14,24,scifi action fantasy war animation,JP,1.0,7.1,893.0,19.328,8.6,Akari Kito,"scifi action fantasy war animation On a continent ruled by chaos, the Lords have the power of a holy seal that can calm the chaos and protect the people. However, before anyone realizes it, the rulers cast aside their creed of purifying the chaos, and instead start to fight each other for each other's holy seals to gain dominion over one another. Siluca, an isolated mage who scorns the Lords for abandoning their creed, and a wandering knight named Theo, who is on a journey to train to one day liberate his hometown, make an everlasting oath to work together to reform this continent dominated by wars and chaos. JP SHOW TV-14 Akari Kito"
